SetTemp 	  MeasuredTemp 	 hourDiff 	 minuteDiff 	 Output 
16	16	0	7	16
16	16	0	32	16
16	16	0	51	16
16	16	0	16	16
16	16	0	7	16
16	16	0	32	16
16	16	0	48	16
16	16	0	16	16
16	16	0	6	16
16	16	0	35	16
16	16	0	50	16
16	16	0	15	16
16	16	0	7	16
16	16	0	32	16
16	16	0	47	16
16	16	0	16	16
16	16	1	30	16
16	16	0	16	16
16	16	0	6	16
16	16	0	35	16
16	16	0	53	16
16	16	0	16	16
16	16	0	6	16
16	16	1	30	16
16	16	0	2	16
16	16	0	16	16
16	16	0	7	16
16	16	0	40	16
16	16	1	21	16
16	16	0	15	16
16	16	0	6	16
16	16	0	52	16
16	16	1	12	16
16	16	0	17	16
16	16	0	5	16
16	16	0	39	16
16	16	1	2	16
16	16	0	16	16
16	16	0	6	16
16	16	0	42	16
16	16	1	11	16
16	16	0	16	16
16	16	0	6	16
16	16	0	40	16
16	16	1	10	16
16	16	0	16	16
16	16	0	5	16
16	16	0	41	16
16	16	1	9	16
16	16	0	16	16
16	16	0	5	16
16	16	0	42	16
16	16	1	7	16
16	16	0	16	16
16	16	0	5	16
16	16	0	42	16
16	16	1	6	16
16	16	0	15	16
16	16	0	5	16
16	16	0	41	16
16	16	1	3	16
16	16	0	16	16
16	16	0	5	16
16	16	0	41	16
16	16	1	3	16
16	16	0	16	16
16	16	0	5	16
16	16	0	38	16
16	16	1	1	16
16	16	0	15	16
16	16	0	6	16
16	16	0	48	16
16	16	2	39	16
16	16	0	17	16
16	16	0	5	16
16	16	0	42	16
16	16	1	8	16
16	16	0	16	16
16	16	0	5	16
16	16	0	46	16
16	16	1	20	16
16	16	0	15	16
16	16	0	6	16
16	16	0	45	16
16	16	0	39	16
22	16	0	0	16
20	16	0	0	16
22	16	0	0	16
20	16	0	19	16
20	16	0	4	17
20	17	0	4	18
20	18	0	5	18
20	18	0	4	18
20	18	0	1	19
20	19	0	15	20
20	20	0	6	19
20	19	0	4	20
20	20	0	7	20
20	20	0	22	20
20	20	0	12	20
22	20	0	4	20
22	20	0	10	20
22	20	0	5	21
22	21	0	6	22
22	22	0	8	22
22	22	0	25	22
22	22	0	7	21
22	21	0	6	22
22	22	0	6	22
22	22	0	20	22
22	22	0	20	22
22	22	0	2	22
17	22	0	23	22
17	22	0	4	21
17	21	0	9	20
17	20	0	17	20
17	20	0	24	20
17	20	0	34	19
17	19	0	39	18
17	18	0	46	18
17	18	0	59	18
17	18	1	12	17
17	17	0	48	17
20	17	0	18	18
20	18	0	6	18
20	18	0	6	18
20	18	0	6	19
20	19	0	9	20
20	20	0	11	20
20	20	0	26	20
20	20	0	7	19
20	19	0	9	20
20	20	0	6	20
20	20	0	27	20
20	20	0	6	20
22	20	0	12	20
22	20	0	7	20
22	20	0	17	21
22	21	0	3	22
22	22	0	9	22
17	22	0	10	21
17	21	0	17	20
17	20	0	5	20
17	20	0	12	20
17	20	0	22	19
17	19	0	29	18
17	18	0	4	18
20	18	0	14	19
20	19	0	5	20
20	20	0	13	20
20	20	0	11	20
20	20	0	22	20
20	20	2	6	20
20	20	0	12	20
20	20	0	6	20
20	20	0	48	20
20	20	2	41	20
20	20	0	15	20
20	20	0	5	20
20	20	0	36	20
22	20	0	8	21
22	21	0	6	22
22	22	0	3	22
22	22	0	0	22
17	22	0	2	22
17	22	0	44	22
17	22	2	24	22
17	22	3	42	22
17	22	1	18	22
17	22	1	6	21
17	21	0	51	20
17	20	0	57	20
17	20	0	1	20
20	20	0	58	20
20	20	0	16	20
20	20	0	7	20
20	20	0	33	20
20	20	0	33	20
20	20	0	17	20
20	20	0	8	20
20	20	0	31	20
20	20	0	25	20
20	20	0	14	20
20	20	0	6	20
20	20	1	0	20
20	20	0	16	20
20	20	0	3	20
17	20	2	16	19
17	19	0	57	18
17	18	1	15	18
17	18	1	48	18
17	18	1	3	18
20	18	0	1	18
22	18	0	16	18
22	18	0	4	18
22	18	0	6	19
22	19	0	9	20
22	20	0	16	20
22	20	0	2	20
22	20	0	8	21
22	21	0	14	22
22	22	0	9	22
17	22	0	0	22
20	22	0	28	21
20	21	0	12	20
20	20	0	31	20
20	20	0	53	20
22	20	0	18	20
22	20	0	6	21
22	21	0	6	22
22	22	0	8	22
22	22	0	28	22
22	22	0	16	22
17	22	0	32	21
17	21	0	16	20
17	20	0	27	20
17	20	0	42	20
17	20	0	49	19
17	19	0	36	18
17	18	1	38	18
17	18	1	23	18
20	18	0	19	18
20	18	0	13	19
20	19	0	8	20
20	20	0	1	20
20	20	0	33	20
20	20	0	19	20
20	20	0	38	20
20	20	0	17	20
20	20	0	9	20
20	20	0	20	20
20	20	0	18	20
20	20	0	17	20
20	20	0	6	20
20	20	0	23	20
20	20	0	28	20
20	20	0	16	20
20	20	0	8	20
20	20	0	22	20
20	20	0	35	20
22	20	0	0	20
22	20	0	14	20
22	20	0	5	20
22	20	0	3	21
22	21	0	15	22
22	22	0	7	22
22	22	0	33	22
22	22	0	19	22
22	22	0	44	22
22	22	0	19	22
22	22	0	37	22
22	22	0	27	22
22	22	0	25	22
22	22	0	8	22
22	22	0	17	22
22	22	0	16	22
22	22	0	44	22
22	22	0	16	22
22	22	0	58	22
22	22	0	16	22
22	22	0	49	22
22	22	0	14	22
22	22	0	20	22
22	22	0	6	21
22	21	0	10	22
22	22	0	3	22
22	22	0	8	22
22	22	0	26	22
22	22	0	27	22
22	22	0	13	22
22	22	0	3	22
22	22	0	59	22
22	22	0	54	22
17	22	0	29	22
17	22	0	21	21
17	21	0	48	20
17	20	0	56	20
17	20	1	0	20
17	20	1	10	19
17	19	1	24	18
17	18	1	11	18
20	18	0	0	18
22	18	0	11	18
20	18	0	5	18
17	18	1	32	18
20	18	0	18	19
20	19	0	5	20
20	20	0	7	20
20	20	0	26	20
22	20	0	16	20
22	20	0	11	21
22	21	0	5	22
22	22	0	19	22
22	22	0	29	22
22	22	0	9	21
22	21	0	6	22
22	22	0	6	22
17	22	0	0	22
20	22	0	7	22
20	22	0	25	22
20	22	0	13	21
20	21	0	27	20
20	20	0	56	20
20	20	0	55	20
20	20	0	17	20
20	20	0	8	20
20	20	0	28	20
20	20	0	36	20
20	20	0	17	20
20	20	0	9	20
20	20	0	24	20
20	20	0	39	20
20	20	0	15	20
20	20	0	6	20
20	20	0	41	20
20	20	1	15	20
20	20	0	15	20
20	20	0	4	20
20	20	0	36	20
20	20	1	23	20
20	20	0	14	20
20	20	0	4	20
20	20	0	44	20
17	20	0	26	20
17	20	2	4	20
17	20	1	37	19
17	19	0	55	18
17	18	1	59	18
20	18	0	15	19
20	19	0	4	20
20	20	0	3	20
20	20	0	37	20
20	20	0	17	20
20	20	0	53	20
20	20	0	18	20
20	20	0	10	20
20	20	0	21	20
20	20	0	24	20
20	20	0	17	20
20	20	0	8	20
20	20	0	48	20
20	20	5	5	20
20	20	0	14	20
20	20	0	8	20
17	20	1	1	20
17	20	1	2	20
20	20	0	16	20
20	20	0	9	20
20	20	2	30	20
20	20	0	24	20
22	20	0	16	20
22	20	0	3	20
17	20	0	0	20
20	20	0	1	21
20	21	0	6	22
20	22	0	33	22
17	22	0	20	21
17	21	0	53	20
17	20	1	12	20
17	20	0	1	20
17	20	1	11	19
17	19	1	29	18
17	18	1	30	18
17	18	0	4	18
20	18	0	0	18
22	18	0	14	18
22	18	0	4	19
22	19	0	6	20
22	20	0	7	20
22	20	0	10	20
22	20	0	8	20
20	20	0	0	21
20	21	0	30	20
20	20	0	10	20
20	20	0	29	20
20	20	0	18	20
20	20	0	56	20
20	20	0	17	20
20	20	0	43	20
22	20	0	20	20
22	20	0	10	21
22	21	0	5	22
22	22	0	9	22
22	22	0	32	22
22	22	0	10	21
22	21	0	7	22
22	22	0	6	22
22	22	0	38	22
22	22	0	24	22
22	22	0	44	22
22	22	0	23	22
22	22	0	40	22
22	22	0	18	22
22	22	0	41	22
22	22	0	19	22
22	22	0	32	22
22	22	0	20	22
22	22	0	47	22
22	22	0	16	22
22	22	0	8	22
22	22	0	22	22
22	22	0	19	22
22	22	0	16	22
22	22	0	12	22
22	22	0	16	22
22	22	0	25	22
22	22	0	22	22
22	22	1	11	22
22	22	0	18	22
22	22	0	7	22
22	22	0	25	22
22	22	0	24	22
22	22	0	17	22
22	22	0	37	22
17	22	0	9	22
17	22	0	29	21
17	21	0	42	20
17	20	0	50	20
17	20	0	49	20
17	20	1	8	19
17	19	1	16	18
17	18	1	29	18
17	18	0	25	18
20	18	0	16	18
20	18	0	5	19
20	19	0	5	20
20	20	0	5	20
20	20	0	31	20
20	20	0	18	20
20	20	0	33	20
20	20	0	12	20
20	20	0	3	20
20	20	0	20	20
20	20	0	10	20
20	20	0	16	20
20	20	0	6	20
20	20	0	23	20
20	20	0	20	20
20	20	0	17	20
20	20	0	50	20
20	20	0	18	20
20	20	0	48	20
20	20	0	17	20
20	20	0	47	20
20	20	0	18	20
20	20	0	48	20
20	20	0	17	20
20	20	0	48	20
20	20	0	3	20
22	20	0	14	20
22	20	0	7	20
22	20	0	6	21
22	21	0	11	22
22	22	0	9	22
22	22	0	27	22
22	22	0	4	21
22	21	0	12	22
22	22	0	8	22
22	22	0	30	22
22	22	0	17	22
22	22	0	8	22
22	22	0	21	22
22	22	0	38	22
22	22	0	14	22
22	22	3	56	22
17	22	0	11	22
17	22	0	45	21
17	21	1	0	20
17	20	1	14	20
17	20	1	19	20
17	20	1	20	19
17	19	1	15	19
20	19	0	7	18
20	18	0	7	19
20	19	0	5	20
20	20	0	5	20
20	20	0	9	20
20	20	0	19	20
20	20	0	37	20
20	20	0	12	20
20	20	0	4	20
20	20	0	56	20
20	20	1	17	20
20	20	0	12	20
20	20	0	4	20
20	20	0	38	20
20	20	0	39	20
20	20	0	14	20
20	20	0	3	20
20	20	0	7	21
20	21	0	51	20
20	20	2	10	20
20	20	0	16	20
20	20	0	17	20
20	20	0	8	20
20	20	0	35	20
20	20	0	38	20
17	20	0	4	20
17	20	0	31	19
17	19	0	16	19
20	19	0	0	19
22	19	0	0	19
17	19	0	0	19
20	19	0	14	20
20	20	0	5	20
20	20	0	7	20
20	20	0	30	20
20	20	0	31	20
22	20	0	1	20
22	20	0	15	20
22	20	0	5	20
22	20	0	8	21
22	21	0	3	22
22	22	0	9	22
22	22	0	29	22
22	22	0	18	22
22	22	0	44	22
22	22	0	15	22
22	22	0	4	22
22	22	0	46	22
22	22	0	25	22
17	22	0	47	22
17	22	1	12	21
17	21	0	58	20
17	20	1	0	20
17	20	1	21	20
17	20	1	32	19
17	19	0	20	19
20	19	0	17	20
20	20	0	4	20
20	20	0	39	20
22	20	0	19	20
22	20	0	6	21
22	21	0	9	22
22	22	0	6	22
22	22	0	28	22
22	22	0	21	22
22	22	0	13	22
22	22	0	15	22
22	22	0	7	22
22	22	0	18	22
22	22	0	6	22
22	22	0	23	22
22	22	0	13	22
22	22	0	14	22
22	22	0	12	22
22	22	0	19	22
22	22	0	31	22
22	22	0	17	22
22	22	0	18	22
22	22	0	14	22
22	22	0	21	22
22	22	0	16	22
22	22	0	8	22
22	22	0	26	22
22	22	1	24	22
22	22	0	3	21
22	21	0	19	22
22	22	0	0	22
22	22	0	32	22
22	22	0	22	22
22	22	0	35	22
22	22	0	24	22
22	22	1	0	22
22	22	0	15	22
22	22	0	10	22
22	22	0	24	22
22	22	0	27	22
22	22	0	16	22
22	22	0	7	22
22	22	0	29	22
22	22	0	32	22
22	22	0	16	22
22	22	1	30	22
22	22	0	16	22
22	22	0	9	22
22	22	0	55	22
17	22	0	15	22
17	22	0	5	22
17	22	0	47	21
17	21	0	55	20
17	20	1	2	20
17	20	1	13	20
17	20	1	23	19
17	19	0	35	19
20	19	0	18	20
20	20	0	6	20
20	20	0	11	20
20	20	0	18	20
20	20	0	21	20
20	20	0	17	20
20	20	0	7	20
20	20	0	26	20
20	20	0	38	20
20	20	0	16	20
20	20	0	8	20
20	20	0	32	20
20	20	0	46	20
20	20	0	15	20
20	20	0	8	20
20	20	2	21	20
22	20	0	12	21
22	21	0	4	22
22	22	0	3	22
22	22	0	2	22
22	22	0	54	22
22	22	0	13	22
22	22	0	14	22
22	22	0	4	22
22	22	0	35	22
22	22	0	33	22
22	22	0	15	22
22	22	0	5	22
22	22	0	37	22
22	22	2	0	22
16	22	0	20	22
16	22	0	58	21
16	21	1	42	20
16	20	2	4	20
16	20	2	40	20
16	20	2	49	19
16	19	3	44	18
16	18	6	1	18
16	18	4	24	18
16	18	4	4	17
16	17	4	0	16
16	16	4	2	16
16	16	7	2	16
16	16	0	16	16
16	16	0	6	16
16	16	1	9	16
16	16	1	30	16
20	16	0	0	16
22	16	0	18	16
22	16	0	4	17
22	17	0	5	18
22	18	0	6	18
22	18	0	5	18
22	18	0	9	19
22	19	0	10	20
22	20	0	6	20
22	20	0	10	20
22	20	0	10	21
22	21	0	18	21
17	21	0	0	21
20	21	0	2	22
20	22	0	24	21
20	21	0	11	20
20	20	0	42	20
20	20	1	1	20
20	20	0	17	20
20	20	0	7	20
20	20	0	48	20
22	20	0	2	20
22	20	0	15	20
22	20	0	0	21
22	21	0	11	22
22	22	0	7	22
22	22	0	5	22
17	22	0	24	22
17	22	0	10	21
17	21	0	23	20
17	20	0	35	20
17	20	0	42	20
17	20	1	6	19
17	19	1	9	18
17	18	0	43	18
20	18	0	0	18
22	18	0	15	18
17	18	0	0	18
20	18	0	0	18
22	18	0	0	18
17	18	0	0	18
20	18	0	1	19
20	19	0	6	20
20	20	0	9	20
20	20	0	3	20
17	20	0	31	20
20	20	0	4	20
20	20	0	18	20
20	20	0	10	20
20	20	0	24	20
20	20	0	24	20
22	20	0	1	20
22	20	0	16	20
22	20	0	5	20
22	20	0	8	21
22	21	0	7	22
22	22	0	3	22
17	22	0	0	22
20	22	0	30	21
20	21	0	12	20
20	20	0	21	20
20	20	0	44	20
20	20	0	18	20
20	20	0	7	20
20	20	0	31	20
20	20	1	54	20
20	20	0	4	19
20	19	0	8	19
17	19	0	5	20
17	20	1	2	19
17	19	1	9	18
17	18	1	26	18
17	18	0	34	18
20	18	0	14	18
20	18	0	5	19
20	19	0	6	20
20	20	0	5	20
20	20	1	2	20
20	20	0	15	20
20	20	0	5	20
20	20	4	5	20
17	20	1	21	20
17	20	1	37	20
17	20	1	33	19
17	19	2	9	18
17	18	0	18	18
20	18	0	16	19
20	19	0	6	20
20	20	0	4	20
20	20	0	4	20
20	20	0	25	20
20	20	0	23	20
20	20	0	16	20
20	20	0	6	20
20	20	0	35	20
20	20	0	58	20
20	20	0	16	20
20	20	0	5	20
20	20	0	38	20
20	20	1	29	20
22	20	0	19	20
22	20	0	3	21
22	21	0	6	22
22	22	0	7	22
22	22	0	34	22
16	22	0	5	22
16	22	0	19	21
16	21	0	36	20
16	20	0	55	20
16	20	0	50	20
16	20	1	40	20
20	20	0	19	20
20	20	0	4	20
20	20	1	5	20
20	20	0	4	20
22	20	0	16	20
22	20	0	7	21
22	21	0	6	22
22	22	0	8	22
22	22	0	41	22
22	22	0	19	22
22	22	0	48	22
22	22	0	20	22
22	22	0	15	22
22	22	0	20	22
22	22	0	26	22
22	22	0	11	22
17	22	1	5	21
17	21	0	50	20
17	20	1	3	20
17	20	1	9	20
17	20	1	23	19
17	19	1	46	19
20	19	0	0	18
20	18	0	17	19
20	19	0	4	20
20	20	0	8	20
20	20	0	11	20
20	20	0	22	20
20	20	0	23	20
20	20	0	19	20
20	20	0	58	20
20	20	0	16	20
20	20	0	12	20
20	20	0	20	20
20	20	0	36	20
20	20	0	16	20
20	20	0	3	20
20	20	1	20	20
20	20	2	54	20
17	20	0	39	20
17	20	0	32	20
20	20	0	17	20
20	20	0	4	20
20	20	1	36	20
20	20	1	0	20
22	20	0	14	20
22	20	0	4	21
22	21	0	4	22
22	22	0	5	22
22	22	0	39	22
22	22	0	15	22
22	22	0	4	22
22	22	1	11	22
22	22	1	17	22
17	22	0	36	22
17	22	0	1	21
17	21	1	22	20
17	20	1	37	20
17	20	1	36	20
17	20	1	38	19
17	19	0	30	19
20	19	0	16	20
20	20	0	5	20
20	20	0	3	20
20	20	0	28	20
20	20	0	25	20
20	20	0	16	20
20	20	0	10	20
20	20	0	1	20
17	20	0	22	20
17	20	0	26	20
17	20	1	10	19
17	19	1	46	18
17	18	0	25	18
20	18	0	16	19
20	19	0	4	20
20	20	0	8	20
20	20	0	7	20
20	20	0	22	20
20	20	0	15	20
20	20	0	21	20
20	20	1	19	20
20	20	0	16	20
20	20	0	6	20
20	20	0	34	20
20	20	1	25	20
20	20	0	14	20
20	20	0	4	20
20	20	1	33	21
20	21	2	8	22
20	22	1	30	22
17	22	2	40	21
17	21	2	4	20
17	20	1	54	20
17	20	0	47	20
20	20	0	18	20
22	20	0	16	20
22	20	0	3	21
22	21	0	6	22
22	22	0	5	22
22	22	0	31	22
22	22	0	17	22
22	22	0	37	22
22	22	0	16	22
22	22	0	8	22
22	22	0	20	22
22	22	0	16	22
22	22	0	15	22
22	22	0	9	22
22	22	0	22	22
22	22	0	20	22
22	22	0	15	22
22	22	0	7	22
22	22	0	25	22
22	22	0	20	22
22	22	0	14	22
22	22	0	4	22
22	22	0	40	22
22	22	0	27	22
22	22	0	1	22
16	22	2	8	21
16	21	0	48	20
16	20	0	28	20
20	20	0	50	20
17	20	0	14	20
20	20	0	48	20
17	20	0	5	20
17	20	1	20	20
17	20	2	4	19
17	19	0	29	19
20	19	0	16	20
20	20	0	4	20
20	20	0	5	20
20	20	0	39	20
20	20	0	27	20
17	20	0	14	20
17	20	1	10	19
17	19	1	35	18
17	18	1	43	18
17	18	2	14	18
17	18	0	42	18
20	18	0	17	18
20	18	0	4	18
20	18	0	6	19
20	19	0	5	20
20	20	0	10	20
20	20	0	28	20
20	20	0	19	20
20	20	0	8	20
20	20	0	29	20
20	20	0	27	20
20	20	0	1	19
20	19	0	14	20
20	20	0	6	20
20	20	0	4	20
20	20	0	38	20
20	20	2	10	20
20	20	0	42	20
17	20	0	35	21
17	21	1	27	20
17	20	0	33	20
20	20	2	46	21
20	21	0	2	21
22	21	0	0	22
22	22	0	14	22
22	22	0	3	22
22	22	0	43	22
22	22	0	59	22
22	22	0	14	22
22	22	0	5	22
22	22	1	10	22
22	22	0	51	22
17	22	0	33	22
17	22	1	11	21
17	21	1	26	20
17	20	1	30	20
17	20	1	40	20
17	20	1	30	20
20	20	0	20	20
20	20	0	7	20
20	20	0	22	20
22	20	0	20	21
22	21	0	8	22
22	22	0	7	22
22	22	0	30	22
22	22	0	21	22
22	22	0	4	22
22	22	0	24	22
22	22	0	18	22
22	22	0	18	22
22	22	0	4	22
22	22	0	51	22
22	22	0	34	22
22	22	0	13	22
22	22	0	4	22
22	22	0	48	22
22	22	0	30	22
22	22	0	14	22
22	22	0	3	22
22	22	0	3	23
22	23	0	27	22
22	22	0	17	22
17	22	0	0	22
20	22	0	35	22
20	22	5	42	22
22	22	0	47	22
22	22	1	3	22
17	22	3	24	22
17	22	0	56	22
17	22	1	11	21
17	21	0	46	21
20	21	0	0	21
22	21	0	19	22
22	22	0	2	22
22	22	0	33	22
20	22	0	11	22
20	22	0	29	21
20	21	0	12	21
22	21	0	16	22
22	22	0	8	22
22	22	0	41	22
22	22	0	17	22
22	22	0	9	22
22	22	0	23	22
22	22	0	17	22
22	22	0	19	22
22	22	0	52	22
22	22	0	19	22
22	22	0	36	22
22	22	0	25	22
22	22	0	27	22
22	22	0	8	22
22	22	0	19	22
22	22	0	18	22
22	22	0	16	22
22	22	0	13	22
22	22	0	23	22
22	22	0	19	22
22	22	0	52	22
22	22	0	18	22
22	22	0	53	22
22	22	0	20	22
22	22	1	2	22
22	22	0	19	22
22	22	0	8	22
22	22	0	48	22
22	22	4	0	22
17	22	2	24	22
17	22	1	15	21
17	21	1	23	20
17	20	1	32	20
17	20	0	49	20
20	20	0	26	20
20	20	0	14	20
20	20	0	4	20
20	20	1	2	20
20	20	1	19	20
20	20	0	16	20
20	20	0	9	20
20	20	2	38	20
20	20	0	36	20
16	20	2	11	20
16	20	0	59	19
16	19	0	59	19
20	19	0	19	20
20	20	0	6	20
20	20	0	8	20
20	20	0	29	20
20	20	0	22	20
20	20	0	17	20
20	20	0	8	20
20	20	0	28	20
20	20	0	34	20
20	20	0	15	20
20	20	0	58	20
22	20	0	22	20
22	20	0	7	21
22	21	0	0	21
17	21	0	0	21
20	21	0	1	21
22	21	0	8	22
22	22	0	8	22
22	22	0	33	22
22	22	0	21	22
22	22	0	31	22
22	22	0	3	22
17	22	0	27	21
17	21	0	36	20
17	20	0	49	20
17	20	0	58	20
17	20	1	1	19
17	19	1	18	18
17	18	1	29	18
17	18	0	11	18
20	18	0	17	18
20	18	0	6	19
20	19	0	7	20
20	20	0	8	20
20	20	1	8	20
20	20	0	2	19
20	19	0	16	20
20	20	0	8	20
20	20	0	52	20
20	20	0	14	20
20	20	1	40	20
20	20	0	19	20
20	20	0	8	20
20	20	0	29	20
20	20	0	34	20
20	20	0	15	20
20	20	0	6	20
20	20	0	25	20
20	20	0	18	20
20	20	0	16	20
20	20	0	8	20
20	20	0	27	20
20	20	0	30	20
20	20	0	16	20
20	20	0	13	20
20	20	0	18	20
20	20	0	22	20
20	20	0	16	20
20	20	0	46	20
17	20	0	6	20
17	20	0	11	20
20	20	0	0	20
22	20	0	0	20
17	20	0	0	20
20	20	0	16	20
20	20	0	8	20
20	20	0	26	20
17	20	0	7	20
17	20	0	23	20
20	20	1	57	20
20	20	0	14	20
20	20	0	5	20
20	20	0	43	20
22	20	0	16	21
22	21	0	4	22
22	22	0	5	22
22	22	0	5	22
22	22	0	17	22
22	22	0	16	22
22	22	0	13	22
22	22	0	43	22
22	22	0	6	22
17	22	1	22	21
17	21	2	1	20
17	20	0	57	20
17	20	0	55	20
17	20	1	0	20
20	20	0	17	20
20	20	0	9	20
20	20	0	23	20
20	20	0	22	20
20	20	0	14	20
20	20	0	6	20
20	20	0	12	20
22	20	0	0	20
17	20	0	0	20
20	20	0	19	20
20	20	3	16	20
20	20	0	13	20
20	20	0	7	20
20	20	0	50	20
20	20	9	10	20
20	20	0	12	20
22	20	0	13	21
22	21	0	2	22
22	22	0	5	22
22	22	0	6	22
22	22	0	28	22
22	22	0	37	22
22	22	0	13	22
22	22	0	7	22
22	22	0	4	22
17	22	0	23	22
17	22	0	28	22
17	22	0	48	21
17	21	1	12	20
17	20	1	22	20
17	20	1	30	20
17	20	0	32	20
20	20	0	15	20
20	20	0	4	20
20	20	0	1	20
22	20	0	0	20
17	20	0	0	20
20	20	0	52	20
20	20	0	40	20
16	20	0	32	20
16	20	1	38	19
16	19	1	33	18
16	18	0	56	18
20	18	0	17	19
20	19	0	5	20
20	20	0	5	20
20	20	0	43	20
22	20	0	23	20
22	20	0	5	21
22	21	0	9	22
22	22	0	9	22
22	22	0	24	22
22	22	0	21	22
22	22	0	29	22
22	22	0	20	22
22	22	0	0	22
17	22	0	0	22
20	22	0	6	22
17	22	0	0	22
17	22	0	14	22
17	22	0	11	22
17	22	0	14	21
17	21	0	3	21
20	21	0	25	20
20	20	0	31	20
17	20	0	12	20
17	20	0	38	20
17	20	0	6	20
22	20	0	15	20
22	20	0	5	20
22	20	0	5	21
22	21	0	7	22
22	22	0	7	22
22	22	0	29	22
22	22	0	18	22
22	22	0	33	22
22	22	0	18	22
22	22	0	37	22
22	22	0	17	22
22	22	0	36	22
22	22	0	25	22
22	22	0	15	22
17	22	0	25	22
17	22	0	19	21
17	21	0	23	20
17	20	0	40	20
17	20	0	38	20
17	20	0	46	19
17	19	1	3	18
17	18	1	10	18
17	18	1	25	18
17	18	1	18	18
20	18	0	19	18
20	18	0	5	18
20	18	0	6	19
20	19	0	8	20
20	20	0	7	20
20	20	0	27	20
20	20	0	22	20
20	20	0	39	20
20	20	0	16	20
20	20	0	37	20
20	20	0	16	20
20	20	0	46	20
20	20	0	15	20
20	20	0	59	20
20	20	0	10	19
20	19	0	1	18
20	18	0	3	19
20	19	0	3	20
20	20	0	7	20
20	20	7	53	20
20	20	0	15	20
20	20	0	4	20
20	20	0	40	20
20	20	0	49	20
20	20	0	14	20
20	20	0	5	20
20	20	0	36	20
20	20	0	8	20
17	20	0	26	20
17	20	1	10	19
17	19	1	25	18
17	18	1	30	18
17	18	1	46	18
17	18	1	13	18
20	18	0	17	18
20	18	0	5	18
20	18	0	6	19
20	19	0	7	20
20	20	0	10	20
20	20	0	27	20
20	20	0	7	19
20	19	0	4	20
20	20	0	6	20
20	20	0	35	20
20	20	0	16	20
20	20	0	8	20
20	20	0	24	20
20	20	0	30	20
20	20	0	15	20
20	20	0	23	20
20	20	0	16	20
20	20	1	33	20
20	20	0	21	20
22	20	0	14	21
22	21	0	5	22
22	22	0	4	22
17	22	0	2	22
17	22	0	0	22
20	22	0	2	22
20	22	0	29	22
20	22	1	32	22
20	22	0	27	22
22	22	0	12	22
22	22	0	4	22
22	22	2	51	23
22	23	2	34	23
17	23	0	31	22
17	22	0	54	22
17	22	1	5	22
17	22	1	8	21
17	21	1	19	20
17	20	1	17	20
17	20	0	49	20
20	20	0	0	20
22	20	0	0	20
17	20	0	0	20
20	20	0	3	20
22	20	0	16	20
22	20	0	4	21
22	21	0	9	21
17	21	0	4	22
17	22	0	2	22
17	22	0	18	22
20	22	0	3	22
20	22	0	8	21
20	21	0	52	20
20	20	0	24	20
20	20	1	38	21
20	21	0	3	20
20	20	0	7	20
20	20	0	41	20
20	20	0	14	20
20	20	1	14	20
22	20	0	2	20
22	20	0	12	20
22	20	0	7	20
22	20	0	8	21
22	21	0	16	21
17	21	0	0	21
20	21	0	2	22
20	22	0	1	22
20	22	0	20	22
20	22	0	6	21
20	21	0	1	21
16	21	0	28	20
16	20	0	45	20
16	20	1	16	20
16	20	1	3	19
16	19	0	42	19
20	19	0	0	19
22	19	0	0	19
17	19	0	0	19
20	19	0	17	20
20	20	0	5	20
20	20	0	8	20
20	20	0	24	20
20	20	0	22	20
20	20	0	15	20
20	20	0	9	20
20	20	0	27	20
20	20	0	50	20
22	20	0	17	20
22	20	0	3	21
22	21	0	8	22
22	22	0	5	22
17	22	0	0	22
20	22	0	0	22
20	22	0	27	22
20	22	0	12	21
20	21	0	6	21
22	21	0	20	22
22	22	0	7	22
22	22	0	37	22
22	22	0	15	22
22	22	0	42	22
22	22	0	1	22
17	22	0	18	21
17	21	0	37	20
17	20	0	51	20
17	20	1	4	20
17	20	1	14	19
17	19	1	33	18
17	18	1	13	18
20	18	0	18	19
20	19	0	5	20
20	20	0	6	20
20	20	0	38	20
20	20	0	16	20
20	20	0	53	20
20	20	0	14	20
20	20	0	5	20
20	20	0	35	20
20	20	3	20	20
20	20	1	28	21
20	21	1	23	21
17	21	2	35	21
20	21	0	54	22
20	22	1	5	22
20	22	2	46	22
17	22	4	29	22
17	22	2	41	21
17	21	0	9	21
20	21	3	48	20
20	20	0	15	20
20	20	0	36	20
20	20	1	27	20
22	20	0	17	21
22	21	0	6	22
22	22	0	3	22
17	22	0	0	22
20	22	0	1	22
20	22	0	34	22
20	22	0	35	21
20	21	0	50	21
17	21	1	47	22
17	22	0	2	22
22	22	0	13	22
22	22	0	4	22
22	22	6	43	22
17	22	2	22	23
17	23	2	32	22
17	22	1	45	22
20	22	1	26	22
20	22	1	39	22
20	22	1	48	21
20	21	0	29	21
22	21	0	15	22
22	22	0	4	22
22	22	8	10	22
22	22	0	47	22
22	22	1	36	22
22	22	0	14	22
22	22	0	5	22
22	22	0	37	22
17	22	0	18	22
17	22	5	5	22
17	22	1	27	22
20	22	0	14	22
22	22	0	17	22
22	22	0	6	22
22	22	0	25	22
22	22	0	37	22
22	22	0	14	22
22	22	0	4	22
22	22	0	38	22
22	22	0	58	22
22	22	0	14	22
22	22	0	5	22
22	22	0	34	22
22	22	5	36	22
