Year	Month	Day	Hour	Minute	Second	Mode	Address	Status0	Status1	Status2	Status3
2014	11	24	22	57	32	TH	35	2	17	23	4
2014	11	25	0	55	28	TH	35	2	17	22	4
2014	11	25	2	8	40	TH	35	2	17	22	4
2014	11	25	3	17	56	TH	35	2	17	22	4
2014	11	25	4	33	48	TH	35	2	17	21	4
2014	11	25	6	4	52	TH	35	2	17	20	4
2014	11	25	7	30	0	TH	35	1	21	20	2
2014	11	25	7	46	32	TH	35	0	21	21	2
2014	11	25	7	51	52	TH	35	2	21	22	2
2014	11	25	8	26	8	TH	35	0	21	21	2
2014	11	25	9	4	16	TH	35	1	21	20	2
2014	11	25	9	19	4	TH	35	0	21	21	2
2014	11	25	9	25	44	TH	35	2	21	22	2
2014	11	25	9	57	32	TH	35	0	21	21	2
2014	11	25	9	58	40	TH	35	2	16	21	0
2014	11	25	10	42	28	TH	35	2	16	20	0
2014	11	25	13	18	48	TH	35	2	16	20	0
2014	11	25	15	14	20	TH	35	1	21	20	2
2014	11	25	15	14	20	TH	35	5	23	20	3
2014	11	25	15	32	8	TH	35	5	23	20	3
2014	11	25	15	37	28	TH	35	1	23	21	3
2014	11	25	15	42	20	TH	35	1	23	22	3
2014	11	25	15	50	20	TH	35	1	23	22	3
2014	11	25	16	9	56	TH	35	1	23	22	3
2014	11	25	16	19	48	TH	35	0	23	23	3
2014	11	25	16	26	56	TH	35	1	23	22	3
2014	11	25	16	39	48	TH	35	0	23	23	3
2014	11	25	17	8	20	TH	35	1	23	22	3
2014	11	25	17	27	4	TH	35	0	23	23	3
2014	11	25	18	56	28	TH	35	1	23	22	3
2014	11	25	19	8	48	TH	35	2	17	22	4
2014	11	25	19	8	48	TH	35	2	21	22	2
2014	11	25	19	10	48	TH	35	2	21	23	2
2014	11	25	22	52	12	TH	35	2	17	23	4
2014	11	26	0	24	28	TH	35	2	17	22	4
2014	11	26	1	27	56	TH	35	2	17	22	4
2014	11	26	2	43	48	TH	35	2	17	22	4
2014	11	26	4	7	41	TH	35	2	17	21	4
2014	11	26	5	56	36	TH	35	2	17	20	4
2014	11	26	7	8	52	TH	35	1	21	20	2
2014	11	26	7	8	52	TH	35	5	23	20	3
2014	11	26	7	24	12	TH	35	1	23	21	3
2014	11	26	7	28	16	TH	35	1	23	22	3
2014	11	26	7	30	0	TH	35	2	21	22	2
2014	11	26	7	31	52	TH	35	2	21	22	2
2014	11	26	8	4	29	TH	35	2	21	22	2
2014	11	26	8	28	28	TH	35	0	21	21	2
2014	11	26	9	42	12	TH	35	1	21	20	2
2014	11	26	9	56	56	TH	35	0	21	21	2
2014	11	26	10	1	28	TH	35	2	21	22	2
2014	11	26	14	1	8	TH	35	2	21	22	2
2014	11	26	16	51	56	TH	35	2	21	22	2
2014	11	26	20	25	4	TH	35	2	21	23	2
2014	11	26	23	46	44	TH	35	2	17	23	4
2014	11	27	2	28	0	TH	35	2	17	22	4
2014	11	27	4	18	8	TH	35	2	17	22	4
2014	11	27	6	1	32	TH	35	2	17	22	4
2014	11	27	7	24	40	TH	35	2	21	22	2
2014	11	27	8	55	4	TH	35	0	21	21	2
2014	11	27	9	30	12	TH	35	2	16	21	0
2014	11	27	11	43	32	TH	35	2	16	20	0
2014	11	27	14	52	32	TH	35	2	16	20	0
2014	11	27	16	13	4	TH	35	1	21	20	2
2014	11	27	16	13	8	TH	35	5	23	20	3
2014	11	27	16	26	36	TH	35	5	23	20	3
2014	11	27	16	31	4	TH	35	1	23	21	3
2014	11	27	16	36	0	TH	35	1	23	22	3
2014	11	27	16	41	20	TH	35	1	23	22	3
2014	11	27	16	47	8	TH	35	1	23	22	3
2014	11	27	16	52	28	TH	35	0	23	23	3
2014	11	27	17	33	48	TH	35	1	23	22	3
2014	11	27	17	38	32	TH	35	2	17	22	4
2014	11	27	17	38	32	TH	35	2	21	22	2
2014	11	27	21	33	40	TH	35	2	21	23	2
2014	11	27	22	58	44	TH	35	2	17	23	4
2014	11	28	1	2	16	TH	35	2	17	22	4
2014	11	28	3	4	16	TH	35	2	17	22	4
2014	11	28	5	10	48	TH	35	2	17	22	4
2014	11	28	7	16	8	TH	35	2	17	21	4
2014	11	28	7	21	16	TH	35	0	21	21	2
2014	11	28	7	21	16	TH	35	1	23	21	3
2014	11	28	7	21	16	TH	35	2	17	21	4
2014	11	28	7	21	20	TH	35	0	21	21	2
2014	11	28	7	22	4	TH	35	1	23	21	3
2014	11	28	7	30	0	TH	35	0	21	21	2
2014	11	28	7	36	0	TH	35	2	21	22	2
2014	11	28	10	29	20	TH	35	0	21	21	2
2014	11	28	12	57	24	TH	35	2	16	21	0
2014	11	28	17	35	52	TH	35	2	16	20	0
2014	11	28	20	13	52	TH	35	2	16	20	0
2014	11	28	23	17	16	TH	35	2	16	20	0
2014	11	29	2	51	44	TH	35	2	16	19	0
2014	11	29	6	18	40	TH	35	2	16	18	0
2014	11	29	10	29	52	TH	35	2	16	18	0
2014	11	29	20	37	4	TH	35	2	16	18	0
2014	11	30	1	14	4	TH	35	2	16	17	0
2014	11	30	6	41	36	TH	35	2	16	16	0
2014	11	30	12	55	4	TH	35	0	16	16	0
2014	11	30	19	27	32	TH	35	5	21	16	2
2014	11	30	19	29	52	TH	35	5	21	16	2
2014	11	30	19	42	8	TH	35	5	21	16	2
2014	11	30	19	45	20	TH	35	5	21	16	2
2014	11	30	19	50	40	TH	35	5	21	17	2
2014	11	30	19	56	4	TH	35	5	21	18	2
2014	11	30	20	0	56	TH	35	5	21	18	2
2014	11	30	20	10	20	TH	35	5	21	18	2
2014	11	30	20	17	56	TH	35	1	21	19	2
2014	11	30	20	27	56	TH	35	1	21	20	2
2014	11	30	20	40	28	TH	35	1	21	20	2
2014	11	30	20	51	12	TH	35	1	21	20	2
2014	11	30	21	3	8	TH	35	0	21	21	2
2014	11	30	21	26	44	TH	35	1	21	20	2
2014	11	30	21	47	16	TH	35	0	21	21	2
2014	11	30	22	16	36	TH	35	1	21	20	2
2014	11	30	22	34	52	TH	35	0	21	21	2
2014	11	30	22	44	40	TH	35	2	21	22	2
2014	11	30	22	52	32	TH	35	2	17	22	4
2014	11	30	22	56	20	TH	35	2	17	21	4
2014	11	30	23	5	20	TH	35	2	17	20	4
2014	11	30	23	19	32	TH	35	2	17	20	4
2014	11	30	23	46	36	TH	35	2	17	20	4
2014	12	1	0	33	16	TH	35	2	17	19	4
2014	12	1	1	33	12	TH	35	2	17	18	4
2014	12	1	2	48	44	TH	35	2	17	18	4
2014	12	1	4	35	20	TH	35	2	17	18	4
2014	12	1	6	43	4	TH	35	0	17	17	4
2014	12	1	7	30	0	TH	35	5	21	17	2
2014	12	1	7	46	16	TH	35	5	21	18	2
2014	12	1	7	50	20	TH	35	5	21	18	2
2014	12	1	7	56	8	TH	35	5	21	18	2
2014	12	1	8	1	56	TH	35	1	21	19	2
2014	12	1	8	9	36	TH	35	1	21	20	2
2014	12	1	8	18	4	TH	35	1	21	20	2
2014	12	1	8	26	32	TH	35	1	21	20	2
2014	12	1	9	10	1	TH	35	0	21	21	2
2014	12	1	9	32	52	TH	35	1	21	20	2
2014	12	1	9	47	36	TH	35	0	21	21	2
2014	12	1	10	15	4	TH	35	1	21	20	2
2014	12	1	10	36	56	TH	35	0	21	21	2
2014	12	1	10	43	12	TH	35	2	21	22	2
2014	12	1	10	49	4	TH	35	2	21	22	2
2014	12	1	10	49	32	TH	35	2	21	22	2
2014	12	1	10	50	56	TH	35	2	21	22	2
2014	12	1	10	55	24	TH	35	2	21	22	2
2014	12	1	11	1	16	TH	35	0	21	21	2
2014	12	1	11	4	48	TH	35	1	21	20	2
2014	12	1	11	17	52	TH	35	0	21	21	2
2014	12	1	11	23	12	TH	35	2	21	22	2
2014	12	1	11	46	24	TH	35	0	21	21	2
2014	12	1	11	59	48	TH	35	1	21	20	2
2014	12	1	12	12	52	TH	35	0	21	21	2
2014	12	1	12	19	8	TH	35	2	21	22	2
2014	12	1	12	28	56	TH	35	0	21	21	2
2014	12	1	12	39	40	TH	35	1	21	20	2
2014	12	1	12	56	12	TH	35	0	21	21	2
2014	12	1	14	0	24	TH	35	1	21	20	2
2014	12	1	14	15	12	TH	35	0	21	21	2
2014	12	1	14	22	52	TH	35	2	21	22	2
2014	12	1	14	46	24	TH	35	0	21	21	2
2014	12	1	15	5	32	TH	35	1	21	20	2
2014	12	1	15	20	12	TH	35	0	21	21	2
2014	12	1	15	24	40	TH	35	2	21	22	2
2014	12	1	15	51	0	TH	35	0	21	21	2
2014	12	1	16	8	48	TH	35	1	21	20	2
2014	12	1	16	23	28	TH	35	0	21	21	2
2014	12	1	16	28	48	TH	35	2	21	22	2
2014	12	1	16	55	29	TH	35	0	21	21	2
2014	12	1	17	13	40	TH	35	1	21	20	2
2014	12	1	17	28	24	TH	35	0	21	21	2
2014	12	1	17	34	12	TH	35	2	21	22	2
2014	12	1	17	46	16	TH	35	0	21	21	2
2014	12	1	18	12	20	TH	35	1	21	20	2
2014	12	1	18	26	36	TH	35	0	21	21	2
2014	12	1	22	32	0	TH	35	2	21	22	2
2014	12	1	23	20	44	TH	35	2	17	22	4
2014	12	2	1	3	44	TH	35	2	17	21	4
2014	12	2	2	11	36	TH	35	2	17	20	4
2014	12	2	3	27	32	TH	35	2	17	20	4
2014	12	2	4	51	52	TH	35	2	17	20	4
2014	12	2	5	17	48	TH	35	1	21	20	2
2014	12	2	5	17	48	TH	35	5	23	20	3
2014	12	2	5	32	4	TH	35	5	23	20	3
2014	12	2	5	36	28	TH	35	5	23	20	3
2014	12	2	5	41	52	TH	35	1	23	21	3
2014	12	2	5	47	40	TH	35	1	23	22	3
2014	12	2	5	54	20	TH	35	1	23	22	3
2014	12	2	6	2	52	TH	35	1	23	22	3
2014	12	2	6	5	44	TH	35	2	17	22	4
2014	12	2	6	5	44	TH	35	2	21	22	2
2014	12	2	6	31	8	TH	35	2	21	22	2
2014	12	2	6	41	20	TH	35	2	21	22	2
2014	12	2	6	56	36	TH	35	0	21	21	2
2014	12	2	7	30	12	TH	35	1	21	20	2
2014	12	2	7	44	4	TH	35	0	21	21	2
2014	12	2	8	33	40	TH	35	1	21	20	2
2014	12	2	8	47	4	TH	35	0	21	21	2
2014	12	2	8	53	44	TH	35	2	21	22	2
2014	12	2	8	57	20	TH	35	2	21	22	2
2014	12	2	9	8	56	TH	35	2	21	22	2
2014	12	2	9	14	44	TH	35	0	21	21	2
2014	12	2	9	22	20	TH	35	1	21	20	2
2014	12	2	9	37	56	TH	35	0	21	21	2
2014	12	2	9	45	4	TH	35	2	21	22	2
2014	12	2	10	14	48	TH	35	0	21	21	2
2014	12	2	10	37	48	TH	35	2	16	21	0
2014	12	2	10	40	48	TH	35	2	16	20	0
2014	12	2	11	34	8	TH	35	2	16	20	0
2014	12	2	11	56	24	TH	35	2	16	20	0
2014	12	2	14	48	12	TH	35	1	21	20	2
2014	12	2	14	48	12	TH	35	5	23	20	3
2014	12	2	15	1	4	TH	35	5	23	20	3
2014	12	2	15	3	44	TH	35	5	23	20	3
2014	12	2	15	8	12	TH	35	1	23	21	3
2014	12	2	15	12	36	TH	35	1	23	22	3
2014	12	2	15	17	56	TH	35	1	23	22	3
2014	12	2	15	24	12	TH	35	1	23	22	3
2014	12	2	15	32	20	TH	35	2	17	22	4
2014	12	2	15	32	20	TH	35	2	21	22	2
2014	12	2	15	32	44	TH	35	2	21	23	2
2014	12	2	15	54	40	TH	35	2	21	22	2
2014	12	2	16	5	0	TH	35	2	21	22	2
2014	12	2	16	27	48	TH	35	2	21	22	2
2014	12	2	17	29	40	TH	35	0	21	21	2
2014	12	2	20	1	32	TH	35	2	21	22	2
2014	12	2	23	16	4	TH	35	0	21	21	2
2014	12	2	23	44	24	TH	35	2	17	21	4
2014	12	3	0	29	0	TH	35	2	17	20	4
2014	12	3	1	59	56	TH	35	2	17	20	4
2014	12	3	3	35	20	TH	35	2	17	20	4
2014	12	3	5	42	20	TH	35	2	17	19	4
2014	12	3	7	30	0	TH	35	1	21	19	2
2014	12	3	7	46	4	TH	35	1	21	20	2
2014	12	3	7	50	32	TH	35	1	21	20	2
2014	12	3	7	55	52	TH	35	1	21	20	2
2014	12	3	8	3	28	TH	35	0	21	21	2
2014	12	3	8	35	40	TH	35	1	21	20	2
2014	12	3	8	52	44	TH	35	0	21	21	2
2014	12	3	9	29	8	TH	35	1	21	20	2
2014	12	3	9	45	8	TH	35	0	21	21	2
2014	12	3	10	26	24	TH	35	1	21	20	2
2014	12	3	10	41	56	TH	35	0	21	21	2
2014	12	3	11	26	20	TH	35	1	21	20	2
2014	12	3	11	41	52	TH	35	0	21	21	2
2014	12	3	12	25	56	TH	35	1	21	20	2
2014	12	3	12	40	12	TH	35	0	21	21	2
2014	12	3	12	46	0	TH	35	2	21	22	2
2014	12	3	13	9	40	TH	35	0	21	21	2
2014	12	3	13	30	36	TH	35	1	21	20	2
2014	12	3	13	45	16	TH	35	0	21	21	2
2014	12	3	13	49	48	TH	35	2	21	22	2
2014	12	3	14	16	8	TH	35	0	21	21	2
2014	12	3	14	26	0	TH	35	1	21	20	2
2014	12	3	14	43	0	TH	35	0	21	21	2
2014	12	3	14	46	32	TH	35	2	21	22	2
2014	12	3	15	18	40	TH	35	0	21	21	2
2014	12	3	15	53	24	TH	35	1	21	20	2
2014	12	3	16	7	20	TH	35	0	21	21	2
2014	12	3	16	12	16	TH	35	2	21	22	2
2014	12	3	16	48	52	TH	35	0	21	21	2
2014	12	3	20	45	40	TH	35	1	23	21	3
2014	12	3	20	58	36	TH	35	1	23	22	3
2014	12	3	21	1	44	TH	35	1	23	22	3
2014	12	3	21	5	20	TH	35	1	23	22	3
2014	12	3	21	10	16	TH	35	0	23	23	3
2014	12	3	21	47	24	TH	35	1	23	22	3
2014	12	3	22	0	44	TH	35	0	23	23	3
2014	12	3	22	6	36	TH	35	2	23	24	3
2014	12	3	22	34	40	TH	35	0	23	23	3
2014	12	3	23	16	52	TH	35	1	23	22	3
2014	12	3	23	29	52	TH	35	0	23	23	3
2014	12	3	23	34	20	TH	35	2	23	24	3
2014	12	3	23	50	24	TH	35	2	17	24	4
2014	12	3	23	50	24	TH	35	2	21	24	2
2014	12	4	0	1	12	TH	35	2	17	24	4
2014	12	4	0	17	40	TH	35	2	17	23	4
2014	12	4	0	53	40	TH	35	2	17	22	4
2014	12	4	0	55	28	TH	35	2	17	22	4
2014	12	4	1	43	0	TH	35	2	17	22	4
2014	12	4	2	31	48	TH	35	2	17	21	4
2014	12	4	3	32	16	TH	35	2	17	20	4
2014	12	4	4	40	36	TH	35	2	17	20	4
2014	12	4	5	51	40	TH	35	2	17	20	4
2014	12	4	7	5	56	TH	35	2	17	19	4
2014	12	4	7	30	0	TH	35	1	21	19	2
2014	12	4	7	43	36	TH	35	1	21	20	2
2014	12	4	7	48	4	TH	35	1	21	20	2
2014	12	4	7	52	32	TH	35	1	21	20	2
2014	12	4	7	58	24	TH	35	0	21	21	2
2014	12	4	8	32	40	TH	35	1	21	20	2
2014	12	4	8	50	4	TH	35	0	21	21	2
2014	12	4	10	0	20	TH	35	1	21	20	2
2014	12	4	10	5	44	TH	35	1	21	20	2
2014	12	4	10	14	40	TH	35	1	21	20	2
2014	12	4	10	19	8	TH	35	0	21	21	2
2014	12	4	11	2	28	TH	35	1	21	20	2
2014	12	4	11	17	36	TH	35	0	21	21	2
2014	12	4	11	25	36	TH	35	2	21	22	2
2014	12	4	11	49	36	TH	35	0	21	21	2
2014	12	4	12	10	32	TH	35	1	21	20	2
2014	12	4	12	25	44	TH	35	0	21	21	2
2014	12	4	12	30	12	TH	35	2	21	22	2
2014	12	4	12	56	52	TH	35	0	21	21	2
2014	12	4	13	20	24	TH	35	1	21	20	2
2014	12	4	13	34	36	TH	35	0	21	21	2
2014	12	4	13	44	24	TH	35	2	21	22	2
2014	12	4	14	6	20	TH	35	0	21	21	2
2014	12	4	17	17	32	TH	35	1	21	20	2
2014	12	4	17	30	56	TH	35	0	21	21	2
2014	12	4	17	33	36	TH	35	2	21	22	2
2014	12	4	18	41	0	TH	35	0	21	21	2
2014	12	4	21	47	8	TH	35	1	23	21	3
2014	12	4	21	59	32	TH	35	1	23	22	3
2014	12	4	22	1	48	TH	35	1	23	22	3
2014	12	4	22	5	48	TH	35	1	23	22	3
2014	12	4	22	9	24	TH	35	0	23	23	3
2014	12	4	22	15	12	TH	35	2	23	24	3
2014	12	4	22	37	28	TH	35	0	23	23	3
2014	12	4	22	57	0	TH	35	1	23	22	3
2014	12	4	23	9	28	TH	35	0	23	23	3
2014	12	4	23	15	16	TH	35	2	23	24	3
2014	12	4	23	42	4	TH	35	0	23	23	3
2014	12	4	23	53	8	TH	35	2	17	23	4
2014	12	5	0	5	16	TH	35	2	17	22	4
2014	12	5	0	40	20	TH	35	2	17	22	4
2014	12	5	1	45	8	TH	35	2	17	22	4
2014	12	5	2	50	24	TH	35	2	17	21	4
2014	12	5	4	2	24	TH	35	2	17	20	4
2014	12	5	5	20	52	TH	35	2	17	20	4
2014	12	5	6	46	5	TH	35	2	17	20	4
2014	12	5	7	11	36	TH	35	1	21	20	2
2014	12	5	7	11	40	TH	35	5	23	20	3
2014	12	5	7	26	48	TH	35	5	23	20	3
2014	12	5	7	30	0	TH	35	1	21	20	2
2014	12	5	7	30	24	TH	35	1	21	20	2
2014	12	5	7	35	20	TH	35	0	21	21	2
2014	12	5	8	18	24	TH	35	1	21	20	2
2014	12	5	8	32	12	TH	35	0	21	21	2
2014	12	5	8	36	16	TH	35	2	21	22	2
2014	12	5	9	14	16	TH	35	2	16	22	0
2014	12	5	9	15	0	TH	35	2	16	21	0
2014	12	5	12	12	4	TH	35	2	16	20	0
2014	12	5	15	59	0	TH	35	2	16	20	0
2014	12	5	17	10	48	TH	35	1	21	20	2
2014	12	5	17	18	44	TH	35	1	21	20	2
2014	12	5	17	27	20	TH	35	0	21	21	2
2014	12	5	17	30	28	TH	35	2	21	22	2
2014	12	5	18	3	24	TH	35	2	16	22	0
2014	12	5	18	43	37	TH	35	2	16	21	0
2014	12	5	23	46	20	TH	35	2	16	20	0
2014	12	6	1	8	56	TH	35	2	16	20	0
2014	12	6	2	53	44	TH	35	2	16	20	0
2014	12	6	4	47	48	TH	35	2	16	19	0
2014	12	6	7	8	52	TH	35	2	16	18	0
2014	12	6	9	40	28	TH	35	5	21	18	2
2014	12	6	9	40	28	TH	35	5	23	18	3
2014	12	6	9	41	12	TH	35	5	23	18	3
2014	12	6	9	54	8	TH	35	5	23	18	3
2014	12	6	9	58	12	TH	35	5	23	19	3
2014	12	6	10	2	12	TH	35	5	23	20	3
2014	12	6	10	8	24	TH	35	5	23	20	3
2014	12	6	10	16	0	TH	35	5	23	20	3
2014	12	6	10	23	56	TH	35	1	23	21	3
2014	12	6	10	32	24	TH	35	1	23	22	3
2014	12	6	10	44	24	TH	35	1	23	22	3
2014	12	6	10	50	40	TH	35	2	17	22	4
2014	12	6	10	50	40	TH	35	2	21	22	2
2014	12	6	11	18	12	TH	35	2	21	22	2
2014	12	6	11	28	0	TH	35	0	21	21	2
2014	12	6	12	46	9	TH	35	1	23	21	3
2014	12	6	12	58	4	TH	35	2	17	21	4
2014	12	6	12	58	4	TH	35	0	21	21	2
2014	12	6	14	1	56	TH	35	1	21	20	2
2014	12	6	14	16	36	TH	35	0	21	21	2
2014	12	6	14	24	12	TH	35	2	21	22	2
2014	12	6	15	1	4	TH	35	0	21	21	2
2014	12	6	15	26	20	TH	35	1	21	20	2
2014	12	6	15	41	52	TH	35	0	21	21	2
2014	12	6	15	49	52	TH	35	2	21	22	2
2014	12	6	16	14	28	TH	35	0	21	21	2
2014	12	6	16	41	4	TH	35	1	21	20	2
2014	12	6	16	56	12	TH	35	0	21	21	2
2014	12	6	17	4	40	TH	35	2	21	22	2
2014	12	6	17	57	8	TH	35	0	21	21	2
2014	12	6	17	58	0	TH	35	1	21	20	2
2014	12	6	18	12	40	TH	35	0	21	21	2
2014	12	6	18	21	12	TH	35	2	21	22	2
2014	12	6	18	47	4	TH	35	0	21	21	2
2014	12	6	19	14	4	TH	35	1	21	20	2
2014	12	6	19	28	44	TH	35	0	21	21	2
2014	12	6	19	39	52	TH	35	2	21	22	2
2014	12	6	20	2	4	TH	35	0	21	21	2
2014	12	6	20	27	52	TH	35	1	21	20	2
2014	12	6	20	42	36	TH	35	0	21	21	2
2014	12	6	20	51	28	TH	35	2	21	22	2
2014	12	6	21	15	56	TH	35	0	21	21	2
2014	12	6	21	40	44	TH	35	1	21	20	2
2014	12	6	21	55	52	TH	35	0	21	21	2
2014	12	6	22	2	32	TH	35	2	21	22	2
2014	12	6	22	28	44	TH	35	0	21	21	2
2014	12	6	22	53	12	TH	35	1	21	20	2
2014	12	6	23	8	16	TH	35	0	21	21	2
2014	12	6	23	17	36	TH	35	2	21	22	2
2014	12	6	23	41	12	TH	35	0	21	21	2
2014	12	7	0	5	8	TH	35	1	21	20	2
2014	12	7	0	11	12	TH	35	5	23	20	3
2014	12	7	0	11	12	TH	35	2	17	20	4
2014	12	7	1	22	56	TH	35	2	17	20	4
2014	12	7	2	25	4	TH	35	2	17	20	4
2014	12	7	3	40	32	TH	35	2	17	19	4
2014	12	7	5	9	48	TH	35	2	17	18	4
2014	12	7	6	53	36	TH	35	2	17	18	4
2014	12	7	7	30	0	TH	35	5	21	18	2
2014	12	7	7	46	4	TH	35	5	21	18	2
2014	12	7	7	50	56	TH	35	1	21	19	2
2014	12	7	7	56	44	TH	35	1	21	20	2
2014	12	7	8	3	0	TH	35	1	21	20	2
2014	12	7	8	9	36	TH	35	1	21	20	2
2014	12	7	8	19	24	TH	35	0	21	21	2
2014	12	7	8	46	56	TH	35	1	21	20	2
2014	12	7	8	56	16	TH	35	1	21	20	2
2014	12	7	9	1	12	TH	35	1	21	20	2
2014	12	7	9	8	20	TH	35	0	21	21	2
2014	12	7	9	37	44	TH	35	1	21	20	2
2014	12	7	9	56	4	TH	35	0	21	21	2
2014	12	7	10	29	0	TH	35	1	21	20	2
2014	12	7	10	46	48	TH	35	0	21	21	2
2014	12	7	11	22	48	TH	35	1	21	20	2
2014	12	7	11	39	12	TH	35	0	21	21	2
2014	12	7	12	23	0	TH	35	1	21	20	2
2014	12	7	12	39	0	TH	35	0	21	21	2
2014	12	7	12	46	8	TH	35	2	21	22	2
2014	12	7	13	7	0	TH	35	0	21	21	2
2014	12	7	13	19	8	TH	35	1	21	20	2
2014	12	7	13	35	8	TH	35	0	21	21	2
2014	12	7	14	15	56	TH	35	1	21	20	2
2014	12	7	14	31	56	TH	35	0	21	21	2
2014	12	7	15	12	24	TH	35	1	21	20	2
2014	12	7	15	28	20	TH	35	0	21	21	2
2014	12	7	16	15	8	TH	35	1	21	20	2
2014	12	7	16	30	16	TH	35	0	21	21	2
2014	12	7	16	39	8	TH	35	2	21	22	2
2014	12	7	16	59	36	TH	35	0	21	21	2
2014	12	7	17	18	40	TH	35	1	21	20	2
2014	12	7	17	33	20	TH	35	0	21	21	2
2014	12	7	18	21	24	TH	35	1	21	20	2
2014	12	7	18	36	56	TH	35	0	21	21	2
2014	12	7	18	46	16	TH	35	2	21	22	2
2014	12	7	19	8	4	TH	35	0	21	21	2
2014	12	7	19	16	40	TH	35	1	23	21	3
2014	12	7	19	32	32	TH	35	2	17	21	4
2014	12	7	19	32	36	TH	35	0	21	21	2
2014	12	7	19	36	48	TH	35	2	21	22	2
2014	12	7	20	8	25	TH	35	0	21	21	2
2014	12	7	21	25	48	TH	35	1	21	20	2
2014	12	7	21	40	8	TH	35	0	21	21	2
2014	12	7	21	44	12	TH	35	2	21	22	2
2014	12	7	22	55	56	TH	35	0	21	21	2
2014	12	7	23	40	8	TH	35	2	17	21	4
2014	12	7	23	51	16	TH	35	2	17	20	4
2014	12	8	0	41	24	TH	35	2	17	20	4
2014	12	8	1	42	12	TH	35	2	17	20	4
2014	12	8	3	3	0	TH	35	2	17	19	4
2014	12	8	4	19	36	TH	35	2	17	18	4
2014	12	8	6	8	48	TH	35	2	17	18	4
2014	12	8	6	16	20	TH	35	5	21	18	2
2014	12	8	6	16	20	TH	35	5	23	18	3
2014	12	8	6	30	32	TH	35	5	23	18	3
2014	12	8	6	34	36	TH	35	5	23	19	3
2014	12	8	6	39	4	TH	35	5	23	20	3
2014	12	8	6	44	56	TH	35	5	23	20	3
2014	12	8	6	55	20	TH	35	5	23	20	3
2014	12	8	7	6	28	TH	35	1	23	21	3
2014	12	8	7	17	8	TH	35	1	23	22	3
2014	12	8	7	26	4	TH	35	1	23	22	3
2014	12	8	7	30	0	TH	35	2	21	22	2
2014	12	8	7	50	40	TH	35	2	21	22	2
2014	12	8	7	59	40	TH	35	0	21	21	2
2014	12	8	8	8	16	TH	35	1	21	20	2
2014	12	8	8	23	1	TH	35	0	21	21	2
2014	12	8	8	28	20	TH	35	2	21	22	2
2014	12	8	8	42	12	TH	35	0	21	21	2
2014	12	8	8	55	36	TH	35	1	21	20	2
2014	12	8	9	10	20	TH	35	0	21	21	2
2014	12	8	9	38	56	TH	35	1	21	20	2
2014	12	8	9	59	28	TH	35	0	21	21	2
2014	12	8	10	5	20	TH	35	2	21	22	2
2014	12	8	10	30	20	TH	35	0	21	21	2
2014	12	8	10	51	40	TH	35	1	21	20	2
2014	12	8	11	3	44	TH	35	0	21	21	2
2014	12	8	11	6	24	TH	35	2	21	22	2
2014	12	8	11	14	52	TH	35	2	21	22	2
2014	12	8	11	27	20	TH	35	2	21	22	2
2014	12	8	11	41	12	TH	35	0	21	21	2
2014	12	8	12	8	44	TH	35	1	21	20	2
2014	12	8	12	23	28	TH	35	0	21	21	2
2014	12	8	12	29	16	TH	35	2	21	22	2
2014	12	8	12	53	20	TH	35	0	21	21	2
2014	12	8	13	5	20	TH	35	1	21	20	2
2014	12	8	13	18	44	TH	35	0	21	21	2
2014	12	8	13	26	20	TH	35	2	21	22	2
2014	12	8	13	51	44	TH	35	0	21	21	2
2014	12	8	14	13	0	TH	35	1	21	20	2
2014	12	8	14	28	8	TH	35	0	21	21	2
2014	12	8	14	36	8	TH	35	2	21	22	2
2014	12	8	14	59	12	TH	35	0	21	21	2
2014	12	8	15	18	24	TH	35	1	21	20	2
2014	12	8	15	33	32	TH	35	0	21	21	2
2014	12	8	15	46	28	TH	35	2	21	22	2
2014	12	8	15	57	20	TH	35	1	23	22	3
2014	12	8	15	58	4	TH	35	1	23	21	3
2014	12	8	16	37	17	TH	35	1	23	22	3
2014	12	8	17	12	24	TH	35	1	23	22	3
2014	12	8	17	47	48	TH	35	2	17	22	4
2014	12	8	17	47	48	TH	35	2	21	22	2
2014	12	8	17	48	4	TH	35	2	21	22	2
2014	12	8	17	49	28	TH	35	2	21	23	2
2014	12	8	17	54	48	TH	35	2	21	24	2
2014	12	8	18	17	56	TH	35	2	21	23	2
2014	12	8	18	27	44	TH	35	2	21	22	2
2014	12	8	18	38	52	TH	35	2	21	22	2
2014	12	8	19	19	44	TH	35	2	21	22	2
2014	12	8	19	58	8	TH	35	0	21	21	2
2014	12	8	20	52	20	TH	35	1	21	20	2
2014	12	8	21	7	32	TH	35	0	21	21	2
2014	12	8	21	12	52	TH	35	2	21	22	2
2014	12	8	21	33	8	TH	35	1	23	22	3
2014	12	8	21	52	40	TH	35	1	23	22	3
2014	12	8	21	58	52	TH	35	1	23	22	3
2014	12	8	22	6	52	TH	35	0	23	23	3
2014	12	8	22	36	16	TH	35	1	23	22	3
2014	12	8	22	54	56	TH	35	0	23	23	3
2014	12	8	23	27	24	TH	35	1	23	22	3
2014	12	8	23	44	48	TH	35	0	23	23	3
2014	12	8	23	51	52	TH	35	2	17	23	4
2014	12	9	0	16	36	TH	35	2	17	22	4
2014	12	9	0	31	16	TH	35	2	17	22	4
